Nombre_remitente,Email_remitente,Nombre_destinatario,Email_destinatario,Asunto,Contenido,Fecha,Message-ID
Eleuterio Bauzà Garay,eleuterio.bauzà.garay@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso debido a falta de personal,"Tuve un problema durante el viaje y considero necesario notificarlo: un retraso debido a falta de personal. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Eleuterio Bauzà Garay Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-11-07 08:25,6f9fc182-cd93-4251-9a75-8c0ca24cb1a5
Catalina Alcántara Real,catalina.alcántara.real@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una duda sobre reembolso del billete,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: una duda sobre reembolso del billete. El problema se agravó porque no había alternativas evidentes en ese momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Catalina Alcántara Real Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-08-02 12:05,42655c9d-ffff-4103-8154-87baa0d4bcb9
Ema Lobato Ortiz,ema.lobato.ortiz@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,confusión sobre la normativa de bozal,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: confusión sobre la normativa de bozal. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Ema Lobato Ortiz Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-11-04 07:20,050f65cc-c599-4ad3-bad1-9922d5bcb395
Borja Román Iglesias,borja.román.iglesias@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la denegación de acceso para llevar bicicleta,"Me pongo en contacto porque he vivido una situación complicada: la denegación de acceso para llevar bicicleta. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Borja Román Iglesias Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-03-07 20:51,981d674f-09b5-4a67-82da-8bece9bdaa9c
Alba Carranza,alba.carranza@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,dudas sobre la tarjeta de descuento,"Quiero detallar un problema que tuve recientemente en el tren: dudas sobre la tarjeta de descuento. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Alba Carranza Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-06-10 20:15,1392cd22-d8fe-4a81-b394-b16836ea5479
Cosme Briones Hoz,cosme.briones.hoz@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,información contradictoria sobre el retraso,"Me pongo en contacto porque he vivido una situación complicada: información contradictoria sobre el retraso. La situación fue especialmente problemática porque afectó toda mi organización. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Cosme Briones Hoz Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-09-13 12:53,60159ea7-ed1c-465e-91aa-20ec58e10729
Alonso Carvajal Gutierrez,alonso.carvajal.gutierrez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,tono agresivo durante una revisión,"Me gustaría relatarles una situación que me afectó bastante: tono agresivo durante una revisión. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Alonso Carvajal Gutierrez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-04-10 10:45,09399818-2d5c-462e-90c9-7763cc14a362
Felipa Vilma Lucas Ibáñez,felipa.vilma.lucas.ibáñez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque no había maquinista disponible,"He experimentado un inconveniente durante mi viaje que deseo compartir: un retraso porque no había maquinista disponible. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Felipa Vilma Lucas Ibáñez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-09-06 13:05,c862d4aa-0731-481e-ac19-0c4080881289
Quirino Cerro-Abad,quirino.cerro-abad@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,señalización confusa,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: señalización confusa. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Quirino Cerro-Abad Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-12-17 14:29,9206830a-2911-4b7b-85c4-a1610133eebc
Óscar Silva Carretero,óscar.silva.carretero@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una duda sobre compensación por retraso,"Les escribo para informar de algo que me sucedió en el trayecto: una duda sobre compensación por retraso. La situación fue especialmente problemática porque afectó toda mi organización. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Óscar Silva Carretero Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-09-23 12:06,7cb78782-f141-4ee1-92a6-70385179024f
Lucía Renata Frías Pombo,lucía.renata.frías.pombo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un objeto sospechoso en el tren,"Me pongo en contacto porque he vivido una situación complicada: un objeto sospechoso en el tren. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Lucía Renata Frías Pombo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-11-24 21:54,45ee08ab-ffef-42e3-be1e-ac5c1314d304
Clotilde Cazorla Lozano,clotilde.cazorla.lozano@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,zonas resbaladizas en el andén,"Tuve un problema durante el viaje y considero necesario notificarlo: zonas resbaladizas en el andén. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Clotilde Cazorla Lozano Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-04-05 17:46,200919fc-ec63-400d-b009-930318dcffbd
Reyes Garcia Porras,reyes.garcia.porras@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,puertas que cerraban o abrían incorrectamente,"Me gustaría relatarles una situación que me afectó bastante: puertas que cerraban o abrían incorrectamente. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Reyes Garcia Porras Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-02-25 06:41,19ca9201-c706-47aa-8d56-c40d2ee028f0
Miriam Toledo Alcolea,miriam.toledo.alcolea@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso debido a falta de personal,"Me gustaría relatarles una situación que me afectó bastante: un retraso debido a falta de personal. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Miriam Toledo Alcolea Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-06-16 11:41,a5bc555b-87a0-409b-b99c-98c1b0cd5840
Genoveva Roxana Pacheco Valera,genoveva.roxana.pacheco.valera@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,iluminación insuficiente,"Tuve un problema durante el viaje y considero necesario notificarlo: iluminación insuficiente. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Genoveva Roxana Pacheco Valera Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-07-25 15:15,7ec62548-41a5-4f10-a2ca-09caa9bbc8a6
